simulation_id,mu,Delta,chi,p,k,tauc,sleep_time,bedtime,number_of_switches,dlmo,x_f,xc_f,n_f,H_f,S_f
24,19.0,6.0,11.0,0.5,0.7,24.4,7.490000000000002,22.505,2.0,20.615000000000002,-0.6948321726900802,-0.8585649972935959,0.16805113894097712,14.533009471906187,1.0
25,19.0,6.0,11.0,0.55,0.4,23.8,7.605,22.17,2.0,19.945,-0.7797967930854885,-0.7293290464925095,0.16413461883655028,14.062003252180313,1.0
26,19.0,6.0,11.0,0.55,0.4,23.95,7.600000000000001,22.395,2.0,20.25,-0.7352143545331803,-0.7915089033220285,0.16413461883655028,14.354472064103552,1.0
27,19.0,6.0,11.0,0.55,0.4,24.1,7.469999999999999,22.525000000000002,2.0,20.545,-0.685511220531475,-0.8470049585389077,0.16413461883655028,14.574713525480936,1.0
28,19.0,6.0,11.0,0.55,0.4,24.25,7.34,22.655,2.0,20.835,-0.6310701458891143,-0.896724371880331,0.16413461883655028,14.797573281760712,1.0
29,19.0,6.0,11.0,0.55,0.4,24.4,7.205000000000002,22.79,2.0,21.125,-0.5723694596940916,-0.9410134311967164,0.16413461883655028,15.023957298116098,1.0
30,19.0,6.0,11.0,0.55,0.475,23.8,7.585000000000001,22.05,2.0,19.825,-0.7989960758927842,-0.7013590936944255,0.16413461883655028,13.916575404421954,1.0
31,19.0,6.0,11.0,0.55,0.475,23.95,7.650000000000002,22.325,2.0,20.13,-0.7581756523339476,-0.7658695258978754,0.16413461883655028,14.24434198031814,1.0
32,19.0,6.0,11.0,0.55,0.475,24.1,7.535,22.46,2.0,20.425,-0.7116003814405703,-0.8239619456542348,0.16413461883655028,14.464267439034622,1.0
33,19.0,6.0,11.0,0.55,0.475,24.25,7.41,22.585,2.0,20.71,-0.6606036110600801,-0.875574753620621,0.16413461883655028,14.677244648501814,1.0
34,19.0,6.0,11.0,0.55,0.475,24.4,7.285,22.71,2.0,20.995,-0.6054881799714545,-0.9215962028775185,0.16413461883655028,14.900444485531619,1.0
35,19.0,6.0,11.0,0.55,0.55,23.8,7.544999999999998,21.995,2.0,19.7,-0.816358006566887,-0.6718323656734488,0.16413461883655028,13.86174758667699,1.0
36,19.0,6.0,11.0,0.55,0.55,23.95,7.634999999999998,22.21,2.0,20.005,-0.7790161202803404,-0.7394847396267493,0.16413461883655028,14.094366316077831,1.0
37,19.0,6.0,11.0,0.55,0.55,24.1,7.600000000000001,22.395,2.0,20.305,-0.735746723637664,-0.8000923787336455,0.16413461883655028,14.354472064103556,1.0
38,19.0,6.0,11.0,0.55,0.55,24.25,7.475000000000001,22.52,2.0,20.59,-0.6879960812510181,-0.8537824002050577,0.16413461883655028,14.566194482865749,1.0
39,19.0,6.0,11.0,0.55,0.55,24.4,7.350000000000001,22.645,2.0,20.865000000000002,-0.6361803292334115,-0.9016313044299733,0.16413461883655028,14.77258745566865,1.0
40,19.0,6.0,11.0,0.55,0.625,23.8,7.484999999999999,21.995,2.0,19.57,-0.831850839463524,-0.6403885951249283,0.16413461883655028,13.883520496178827,1.0
41,19.0,6.0,11.0,0.55,0.625,23.95,7.620000000000001,22.09,2.0,19.885,-0.7980708141874401,-0.7117445300261811,0.16413461883655028,13.954359925301318,1.0
42,19.0,6.0,11.0,0.55,0.625,24.1,7.66,22.335,2.0,20.185000000000002,-0.7580686074365568,-0.7752346628877858,0.16413461883655028,14.253696725958408,1.0
43,19.0,6.0,11.0,0.55,0.625,24.25,7.539999999999999,22.455000000000002,2.0,20.47,-0.7134334673102716,-0.8312383149404271,0.16413461883655028,14.455798587778093,1.0
44,19.0,6.0,11.0,0.55,0.625,24.4,7.420000000000002,22.575,2.0,20.745,-0.6647093880418894,-0.8810549737032423,0.16413461883655028,14.660117266927175,1.0
45,19.0,6.0,11.0,0.55,0.7,23.8,7.419999999999998,21.995,2.0,19.44,-0.8453800224781534,-0.6065529553653174,0.16413461883655028,13.907154539767642,1.0
46,19.0,6.0,11.0,0.55,0.7,23.95,7.59,21.995,2.0,19.765,-0.8153464261071542,-0.682350673715609,0.16413461883655028,13.84533979004771,1.0
47,19.0,6.0,11.0,0.55,0.7,24.1,7.675000000000001,22.245,2.0,20.065,-0.7789178847508168,-0.7487541819677447,0.16413461883655028,14.131832856623333,1.0
48,19.0,6.0,11.0,0.55,0.7,24.25,7.600000000000001,22.395,2.0,20.35,-0.7370525817922347,-0.8078098198332146,0.16413461883655028,14.354472064103552,1.0
49,19.0,6.0,11.0,0.55,0.7,24.4,7.484999999999999,22.51,2.0,20.625,-0.6912752752950311,-0.8597823633651289,0.16413461883655028,14.549168010112583,1.0
50,19.0,6.0,11.0,0.6,0.4,23.8,7.594999999999999,22.155,2.0,19.93,-0.781956313362219,-0.7246384880733227,0.15996243827182915,14.03902602732521,1.0
51,19.0,6.0,11.0,0.6,0.4,23.95,7.600000000000001,22.395,2.0,20.245,-0.7359075172425439,-0.7887320475646714,0.15996243827182915,14.354472064103552,1.0
52,19.0,6.0,11.0,0.6,0.4,24.1,7.465,22.53,2.0,20.545,-0.6844674619543947,-0.8457822613936539,0.15996243827182915,14.583236441268372,1.0
53,19.0,6.0,11.0,0.6,0.4,24.25,7.330000000000002,22.665,2.0,20.845,-0.628055795129039,-0.8967483624459752,0.15996243827182915,14.814728037789209,1.0
54,19.0,6.0,11.0,0.6,0.4,24.4,7.195,22.8,2.0,21.145,-0.5671718630422143,-0.9420048806112981,0.15996243827182915,15.049274663167274,1.0
55,19.0,6.0,11.0,0.6,0.475,23.8,7.580000000000002,22.035,2.0,19.805,-0.8011565501626994,-0.6965114380406855,0.15996243827182915,13.892316727836892,1.0
56,19.0,6.0,11.0,0.6,0.475,23.95,7.645,22.32,2.0,20.12,-0.7589339304293015,-0.7630376073743105,0.15996243827182915,14.232447709141166,1.0
57,19.0,6.0,11.0,0.6,0.475,24.1,7.530000000000001,22.465,2.0,20.425,-0.7106854491757938,-0.8227450400709518,0.15996243827182915,14.46511680776736,1.0
58,19.0,6.0,11.0,0.6,0.475,24.25,7.400000000000002,22.595,2.0,20.72,-0.6577947389258547,-0.8756466958056977,0.15996243827182915,14.694290584513741,1.0
59,19.0,6.0,11.0,0.6,0.475,24.4,7.27,22.725,2.0,21.01,-0.6005925212990402,-0.9226717466083193,0.15996243827182915,14.91867008426842,1.0
60,19.0,6.0,11.0,0.6,0.55,23.8,7.535,21.995,2.0,19.68,-0.8185412029959279,-0.6668002611175883,0.15996243827182915,13.865384657237037,1.0
61,19.0,6.0,11.0,0.6,0.55,23.95,7.635000000000002,22.2,2.0,20.0,-0.7798594963593632,-0.7365925790978927,0.15996243827182915,14.089188330865609,1.0
62,19.0,6.0,11.0,0.6,0.55,24.1,7.594999999999999,22.400000000000002,2.0,20.305,-0.7349745708455568,-0.798888368110907,0.15996243827182915,14.362894847380227,1.0
63,19.0,6.0,11.0,0.6,0.55,24.25,7.469999999999999,22.525000000000002,2.0,20.595,-0.6853951095106086,-0.8539138244128108,0.15996243827182915,14.574713525480936,1.0
64,19.0,6.0,11.0,0.6,0.55,24.4,7.34,22.655,2.0,20.885,-0.6315722776622458,-0.9028019591692703,0.15996243827182915,14.797573281760712,1.0
65,19.0,6.0,11.0,0.6,0.625,23.8,7.474999999999998,21.995,2.0,19.55,-0.8340776039435129,-0.6351334428331707,0.15996243827182915,13.887137782179176,1.0
66,19.0,6.0,11.0,0.6,0.625,23.95,7.614999999999998,22.080000000000002,2.0,19.875,-0.7990217033345232,-0.7087847510201849,0.15996243827182915,13.94352550744004,1.0
67,19.0,6.0,11.0,0.6,0.625,24.1,7.655000000000001,22.34,2.0,20.185000000000002,-0.7574561043896042,-0.7740505369160147,0.15996243827182915,14.25454610969091,1.0
68,19.0,6.0,11.0,0.6,0.625,24.25,7.530000000000001,22.465,2.0,20.475,-0.7110475334104804,-0.8314419913605102,0.15996243827182915,14.46511680776736,1.0
69,19.0,6.0,11.0,0.6,0.625,24.4,7.41,22.585,2.0,20.76,-0.6603824033575563,-0.8823340486525874,0.15996243827182915,14.677244648501814,1.0
70,19.0,6.0,11.0,0.6,0.7,23.8,7.41,21.995,2.0,19.415,-0.8476695104183332,-0.601019024552637,0.15996243827182915,13.910770682167517,1.0
71,19.0,6.0,11.0,0.6,0.7,23.95,7.585000000000001,21.995,2.0,19.75,-0.8164291190314666,-0.679311257937635,0.15996243827182915,13.847166195025792,1.0
72,19.0,6.0,11.0,0.6,0.7,24.1,7.669999999999998,22.245,2.0,20.060000000000002,-0.7784878872785335,-0.7475987443708952,0.15996243827182915,14.12633724779745,1.0
